duplicate_group_id,doc_id,statement_type,statement_group_key,period_key,canonical_key,kept_fact_id,dropped_fact_id,kept_provider,dropped_provider,kept_source_cell_ref,dropped_source_cell_ref,dedupe_reason,decision,meta_json
DUP00128,债务人审计报告-2022年,balance_sheet,balance_sheet|资产负债表,2022-12-31__期初数,ZT_128,F000135,F000275,aliyun_table,tencent_table_v3,债务人审计报告-2022年:4:aliyun_table:0:34-34:6-6,债务人审计报告-2022年:4:tencent_table_v3:5:34-34:6-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022-12-31__期初数"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022-12-31__期初数"",""kept_value"":null}"
DUP00129,债务人审计报告-2022年,balance_sheet,balance_sheet|资产负债表,2022-12-31__期末数,ZT_128,F000136,F000276,aliyun_table,tencent_table_v3,债务人审计报告-2022年:4:aliyun_table:0:34-34:7-7,债务人审计报告-2022年:4:tencent_table_v3:5:34-34:7-7,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022-12-31__期末数"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022-12-31__期末数"",""kept_value"":null}"
DUP00130,债务人审计报告-2022年,balance_sheet,balance_sheet|资产负债表,2022-12-31__期初数,ZT_131,F000137,F000277,aliyun_table,tencent_table_v3,债务人审计报告-2022年:4:aliyun_table:0:35-35:6-6,债务人审计报告-2022年:4:tencent_table_v3:5:35-35:6-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022-12-31__期初数"",""dropped_value"":67384581.37,""exact_period"":true,""kept_period_key"":""2022-12-31__期初数"",""kept_value"":67384581.37}"
DUP00131,债务人审计报告-2022年,balance_sheet,balance_sheet|资产负债表,2022-12-31__期末数,ZT_131,F000138,F000278,aliyun_table,tencent_table_v3,债务人审计报告-2022年:4:aliyun_table:0:35-35:7-7,债务人审计报告-2022年:4:tencent_table_v3:5:35-35:7-7,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022-12-31__期末数"",""dropped_value"":79976915.0,""exact_period"":true,""kept_period_key"":""2022-12-31__期末数"",""kept_value"":79976915.0}"
DUP00132,债务人审计报告-2022年,balance_sheet,balance_sheet|资产负债表,2022-12-31__期初数,股东权益合计,F000139,F000279,aliyun_table,tencent_table_v3,债务人审计报告-2022年:4:aliyun_table:0:36-36:6-6,债务人审计报告-2022年:4:tencent_table_v3:5:36-36:6-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022-12-31__期初数"",""dropped_value"":767384581.37,""exact_period"":true,""kept_period_key"":""2022-12-31__期初数"",""kept_value"":767384581.37}"
DUP00133,债务人审计报告-2022年,balance_sheet,balance_sheet|资产负债表,2022-12-31__期末数,股东权益合计,F000140,F000280,aliyun_table,tencent_table_v3,债务人审计报告-2022年:4:aliyun_table:0:36-36:7-7,债务人审计报告-2022年:4:tencent_table_v3:5:36-36:7-7,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022-12-31__期末数"",""dropped_value"":779976915.0,""exact_period"":true,""kept_period_key"":""2022-12-31__期末数"",""kept_value"":779976915.0}"
DUP00134,债务人审计报告-2022年,balance_sheet,balance_sheet|资产负债表,2022-12-31__期初数,负债及股东权益总计,F000141,F000281,aliyun_table,tencent_table_v3,债务人审计报告-2022年:4:aliyun_table:0:37-37:6-6,债务人审计报告-2022年:4:tencent_table_v3:5:37-37:6-6,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022-12-31__期初数"",""dropped_value"":1846880794.4,""exact_period"":true,""kept_period_key"":""2022-12-31__期初数"",""kept_value"":1846880794.4}"
DUP00135,债务人审计报告-2022年,balance_sheet,balance_sheet|资产负债表,2022-12-31__期末数,负债及股东权益总计,F000142,F000282,aliyun_table,tencent_table_v3,债务人审计报告-2022年:4:aliyun_table:0:37-37:7-7,债务人审计报告-2022年:4:tencent_table_v3:5:37-37:7-7,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022-12-31__期末数"",""dropped_value"":2422415885.36,""exact_period"":true,""kept_period_key"":""2022-12-31__期末数"",""kept_value"":2422415885.36}"
DUP00136,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,"一,主营业务收入",F000283,F000343,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:1-1:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:1-1:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":4560010097.14,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":4560010097.14}"
DUP00137,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,"一,主营业务收入",F000284,F000344,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:1-1:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:1-1:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":2696029179.15,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":2696029179.15}"
DUP00138,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,减:主营业务成本,F000285,F000345,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:2-2:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:2-2:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":4502629914.51,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":4502629914.51}"
DUP00139,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,减:主营业务成本,F000286,F000346,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:2-2:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:2-2:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":2639853582.84,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":2639853582.84}"
DUP00140,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,主营业务税金及附加,F000287,F000347,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:3-3:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:3-3:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":4344467.32,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":4344467.32}"
DUP00141,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,主营业务税金及附加,F000288,F000348,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:3-3:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:3-3:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":3335738.0,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":3335738.0}"
DUP00142,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,"二,主营业务利润",F000289,F000349,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:4-4:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:4-4:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":53035715.31,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":53035715.31}"
DUP00143,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,"二,主营业务利润",F000290,F000350,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:4-4:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:4-4:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":52839858.31,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":52839858.31}"
DUP00144,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,加:其他业务利润,F000291,F000351,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:5-5:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:5-5:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":455136.56,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":455136.56}"
DUP00145,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,加:其他业务利润,F000292,F000352,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:5-5:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:5-5:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":5822586.27,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":5822586.27}"
DUP00146,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,减:营业费用,F000293,F000353,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:6-6:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:6-6:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":2342157.99,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":2342157.99}"
DUP00147,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,减:营业费用,F000294,F000354,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:6-6:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:6-6:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":984805.54,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":984805.54}"
DUP00148,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,ZT_147,F000295,F000355,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:7-7:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:7-7:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":989750.19,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":989750.19}"
DUP00149,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,ZT_147,F000296,F000356,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:7-7:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:7-7:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":1440129.82,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":1440129.82}"
DUP00150,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,ZT_148,F000297,F000357,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:8-8:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:8-8:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":8805716.93,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":8805716.93}"
DUP00151,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,ZT_148,F000298,F000358,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:8-8:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:8-8:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":29795376.47,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":29795376.47}"
DUP00152,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,"三,营业利润",F000299,F000359,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:9-9:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:9-9:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":41353226.76,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":41353226.76}"
DUP00153,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,"三,营业利润",F000300,F000360,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:9-9:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:9-9:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":26442132.75,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":26442132.75}"
DUP00154,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,加:投资收益,F000301,F000361,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:10-10:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:10-10:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":null}"
DUP00155,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,加:投资收益,F000302,F000362,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:10-10:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:10-10:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":null}"
DUP00156,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,ZT_168,F000303,F000363,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:11-11:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:11-11:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":null}"
DUP00157,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,ZT_168,F000304,F000364,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:11-11:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:11-11:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":null}"
DUP00158,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,营业外收入,F000305,F000365,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:12-12:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:12-12:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":null}"
DUP00159,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,营业外收入,F000306,F000366,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:12-12:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:12-12:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":0.02,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":0.02}"
DUP00160,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,减:营业外支出,F000307,F000367,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:13-13:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:13-13:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":841.0,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":841.0}"
DUP00161,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,减:营业外支出,F000308,F000368,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:13-13:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:13-13:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":9638037.5,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":9638037.5}"
DUP00162,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,"四,利润总额",F000309,F000369,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:14-14:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:14-14:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":41352385.76,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":41352385.76}"
DUP00163,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,"四,利润总额",F000310,F000370,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:14-14:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:14-14:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":16804095.27,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":16804095.27}"
DUP00164,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,减:所得税,F000311,F000371,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:15-15:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:15-15:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":10338096.44,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":10338096.44}"
DUP00165,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,减:所得税,F000312,F000372,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:15-15:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:15-15:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":4211761.64,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":4211761.64}"
DUP00166,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,"五,净利润",F000313,F000373,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:16-16:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:16-16:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":31014289.32,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":31014289.32}"
DUP00167,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,"五,净利润",F000314,F000374,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:16-16:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:16-16:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":12592333.63,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":12592333.63}"
DUP00168,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,加:期初未分配利润,F000315,F000375,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:17-17:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:17-17:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":36370292.05,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":36370292.05}"
DUP00169,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,加:期初未分配利润,F000316,F000376,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:17-17:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:17-17:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":67384581.37,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":67384581.37}"
DUP00170,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,其他转入,F000317,F000377,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:18-18:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:18-18:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":null}"
DUP00171,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,其他转入,F000318,F000378,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:18-18:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:18-18:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":null}"
DUP00172,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,"六,可供分配的利润",F000319,F000379,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:19-19:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:19-19:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":67384581.37,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":67384581.37}"
DUP00173,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,"六,可供分配的利润",F000320,F000380,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:19-19:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:19-19:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":79976915.0,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":79976915.0}"
DUP00174,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,减:提取法定盈余公积,F000321,F000381,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:20-20:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:20-20:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":null}"
DUP00175,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,提取职工奖励及福利基金,F000323,F000383,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:21-21:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:21-21:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":null}"
DUP00176,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,提取职工奖励及福利基金,F000324,F000384,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:21-21:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:21-21:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":null}"
DUP00177,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,提取储备基金,F000325,F000385,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:22-22:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:22-22:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":null}"
DUP00178,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,提取企业发展基金,F000327,F000387,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:23-23:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:23-23:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":null}"
DUP00179,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,利润归还投资,F000329,F000389,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:24-24:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:24-24:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":null}"
DUP00180,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,利润归还投资,F000330,F000390,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:24-24:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:24-24:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":null}"
DUP00181,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,"七,可供投资者分配的利润",F000331,F000391,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:25-25:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:25-25:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":67384581.37,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":67384581.37}"
DUP00182,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__本期,"七,可供投资者分配的利润",F000332,F000392,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:25-25:3-3,债务人审计报告-2022年:5:tencent_table_v3:5:25-25:3-3,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__本期"",""dropped_value"":79976915.0,""exact_period"":true,""kept_period_key"":""2022年度__本期"",""kept_value"":79976915.0}"
DUP00183,债务人审计报告-2022年,unknown,"unknown|unknown|h:项目,行次,上年同期数,本年累计数",2022年度__上期,减:应付优先股股利,F000333,F000393,aliyun_table,tencent_table_v3,债务人审计报告-2022年:5:aliyun_table:0:26-26:2-2,债务人审计报告-2022年:5:tencent_table_v3:5:26-26:2-2,strict_duplicate_same_period,dropped,"{""dropped_period_key"":""2022年度__上期"",""dropped_value"":null,""exact_period"":true,""kept_period_key"":""2022年度__上期"",""kept_value"":null}"
