doc_id,page_no,provider,statement_type,row_label_raw,row_label_std,normalized_label,candidate_code,candidate_name,candidate_rank,candidate_score,candidate_method,relation_type,review_required,source_cell_ref,meta_json
债务人审计报告-2022年,5,tencent_table_v3,unknown,"八,未分配利润","八,未分配利润","八,未分配利润",ZT_131,未分配利润,1,0.758333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:5:tencent_table_v3:5:30-30:3-3,
债务人审计报告-2022年,6,aliyun_table,cash_flow,无形资产摊销,无形资产摊销,无形资产摊销,ZT_057,无形资产,1,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:aliyun_table:0:5-5:5-5,
债务人审计报告-2022年,6,aliyun_table,cash_flow,长期待摊费用摊销,长期待摊费用摊销,长期待摊费用摊销,ZT_062,长期待摊费用,1,0.851429,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:aliyun_table:0:6-6:5-5,
债务人审计报告-2022年,6,aliyun_table,cash_flow,待摊费用减少(减:增加),待摊费用减少(减:增加),待摊费用减少,ZT_027,待摊费用,1,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:aliyun_table:0:7-7:5-5,
债务人审计报告-2022年,6,aliyun_table,cash_flow,预提费用增加(减:减少),预提费用增加(减:减少),预提费用增加,ZT_090,预提费用,1,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:aliyun_table:0:8-8:5-5,
债务人审计报告-2022年,6,aliyun_table,cash_flow,投资损失(减:收益),投资损失(减:收益),投资损失,ZT_181,未确认投资损失,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:aliyun_table:0:12-12:5-5,
债务人审计报告-2022年,6,aliyun_table,cash_flow,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:aliyun_table:0:17-17:5-5,
债务人审计报告-2022年,6,tencent_table_v3,cash_flow,无形资产摊销,无形资产摊销,无形资产摊销,ZT_057,无形资产,1,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:tencent_table_v3:5:5-5:5-5,
债务人审计报告-2022年,6,tencent_table_v3,cash_flow,长期待摊费用摊销,长期待摊费用摊销,长期待摊费用摊销,ZT_062,长期待摊费用,1,0.851429,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:tencent_table_v3:5:6-6:5-5,
债务人审计报告-2022年,6,tencent_table_v3,cash_flow,待摊费用减少(减:增加),待摊费用减少(减:增加),待摊费用减少,ZT_027,待摊费用,1,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:tencent_table_v3:5:7-7:5-5,
债务人审计报告-2022年,6,tencent_table_v3,cash_flow,预提费用增加(减:减少),预提费用增加(减:减少),预提费用增加,ZT_090,预提费用,1,0.753333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:tencent_table_v3:5:8-8:5-5,
债务人审计报告-2022年,6,tencent_table_v3,cash_flow,投资损失(减:收益),投资损失(减:收益),投资损失,ZT_181,未确认投资损失,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:tencent_table_v3:5:12-12:5-5,
债务人审计报告-2022年,6,tencent_table_v3,cash_flow,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:6:tencent_table_v3:5:17-17:5-5,
债务人审计报告-2022年,13,aliyun_table,note,2.应收票据,2.应收票据,2.应收票据,ZT_007,应收票据,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:13:aliyun_table:0:4-4:0-2,
债务人审计报告-2022年,13,aliyun_table,note,2.应收票据,2.应收票据,2.应收票据,ZT_007,应收票据,1,0.723333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:13:aliyun_table:0:4-4:0-2,
债务人审计报告-2022年,14,aliyun_table,note,累计折旧,累计折旧,累计折旧,ZT_047,减:累计折旧,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:14:aliyun_table:2:7-7:1-1,
债务人审计报告-2022年,14,aliyun_table,note,累计折旧,累计折旧,累计折旧,ZT_047,减:累计折旧,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:14:aliyun_table:2:7-7:2-2,
债务人审计报告-2022年,14,aliyun_table,note,累计折旧,累计折旧,累计折旧,ZT_047,减:累计折旧,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:14:aliyun_table:2:7-7:3-3,
债务人审计报告-2022年,14,aliyun_table,note,累计折旧,累计折旧,累计折旧,ZT_047,减:累计折旧,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:14:aliyun_table:2:7-7:4-4,
债务人审计报告-2022年,14,tencent_table_v3,note,累计折旧,累计折旧,累计折旧,ZT_047,减:累计折旧,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:14:tencent_table_v3:8:7-7:1-1,
债务人审计报告-2022年,14,tencent_table_v3,note,累计折旧,累计折旧,累计折旧,ZT_047,减:累计折旧,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:14:tencent_table_v3:8:7-7:2-2,
债务人审计报告-2022年,14,tencent_table_v3,note,累计折旧,累计折旧,累计折旧,ZT_047,减:累计折旧,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:14:tencent_table_v3:8:7-7:3-3,
债务人审计报告-2022年,14,tencent_table_v3,note,累计折旧,累计折旧,累计折旧,ZT_047,减:累计折旧,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:14:tencent_table_v3:8:7-7:4-4,
债务人审计报告-2022年,15,aliyun_table,note,14.长期借款,14.长期借款,14.长期借款,ZT_105,长期借款,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:15:aliyun_table:2:9-9:0-6,
债务人审计报告-2022年,15,aliyun_table,note,14.长期借款,14.长期借款,14.长期借款,ZT_105,长期借款,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:15:aliyun_table:2:9-9:0-6,
债务人审计报告-2022年,15,aliyun_table,note,14.长期借款,14.长期借款,14.长期借款,ZT_105,长期借款,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:15:aliyun_table:2:9-9:0-6,
债务人审计报告-2022年,15,aliyun_table,note,14.长期借款,14.长期借款,14.长期借款,ZT_105,长期借款,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:15:aliyun_table:2:9-9:0-6,
债务人审计报告-2022年,15,aliyun_table,note,14.长期借款,14.长期借款,14.长期借款,ZT_105,长期借款,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:15:aliyun_table:2:9-9:0-6,
债务人审计报告-2022年,15,aliyun_table,note,14.长期借款,14.长期借款,14.长期借款,ZT_105,长期借款,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:15:aliyun_table:2:9-9:0-6,
债务人审计报告-2022年,16,aliyun_table,note,16.未分配利润,16.未分配利润,16.未分配利润,ZT_131,未分配利润,1,0.691827,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:aliyun_table:0:3-3:0-4,
债务人审计报告-2022年,16,aliyun_table,note,16.未分配利润,16.未分配利润,16.未分配利润,ZT_131,未分配利润,1,0.691827,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:aliyun_table:0:3-3:0-4,
债务人审计报告-2022年,16,aliyun_table,note,年初未分配利润,年初未分配利润,年初未分配利润,ZT_131,未分配利润,1,0.758333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:aliyun_table:0:5-5:1-2,
债务人审计报告-2022年,16,aliyun_table,note,年初未分配利润,年初未分配利润,年初未分配利润,ZT_131,未分配利润,1,0.758333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:aliyun_table:0:5-5:3-4,
债务人审计报告-2022年,16,aliyun_table,note,减:提取盈余公积,减:提取盈余公积,:提取盈余公积,ZT_128,盈余公积,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:aliyun_table:0:8-8:1-2,
债务人审计报告-2022年,16,aliyun_table,note,减:提取盈余公积,减:提取盈余公积,:提取盈余公积,ZT_128,盈余公积,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:aliyun_table:0:8-8:3-4,
债务人审计报告-2022年,16,aliyun_table,note,年末未分配利润,年末未分配利润,年末未分配利润,ZT_131,未分配利润,1,0.758333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:aliyun_table:0:11-11:1-2,
债务人审计报告-2022年,16,aliyun_table,note,年末未分配利润,年末未分配利润,年末未分配利润,ZT_131,未分配利润,1,0.758333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:aliyun_table:0:11-11:3-4,
债务人审计报告-2022年,16,aliyun_table,note,4.其他业务利润,4.其他业务利润,4.其他业务利润,ZT_169,其他业务利润,1,0.783929,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:aliyun_table:3:3-3:0-2,
债务人审计报告-2022年,16,aliyun_table,note,4.其他业务利润,4.其他业务利润,4.其他业务利润,ZT_169,其他业务利润,1,0.783929,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:aliyun_table:3:3-3:0-2,
债务人审计报告-2022年,16,aliyun_table,note,其他业务收入,其他业务收入,其他业务收入,ZT_139,其他业务收入（金融类）,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:16:aliyun_table:3:5-5:1-1,
债务人审计报告-2022年,16,aliyun_table,note,其他业务收入,其他业务收入,其他业务收入,ZT_139,其他业务收入（金融类）,1,1.0,exact_normalized_match,,False,债务人审计报告-2022年:16:aliyun_table:3:5-5:2-2,
债务人审计报告-2022年,16,aliyun_table,note,减:基他业务成本,减:基他业务成本,:基他业务成本,ZT_152,其他业务成本（金融类）,1,0.641827,token_overlap,,False,债务人审计报告-2022年:16:aliyun_table:3:6-6:1-1,
债务人审计报告-2022年,16,aliyun_table,note,减:基他业务成本,减:基他业务成本,:基他业务成本,ZT_152,其他业务成本（金融类）,1,0.641827,token_overlap,,False,债务人审计报告-2022年:16:aliyun_table:3:6-6:2-2,
债务人审计报告-2022年,16,tencent_table_v3,note,减: 提取盈余公积,减:提取盈余公积,:提取盈余公积,ZT_128,盈余公积,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:tencent_table_v3:6:4-4:1-1,
债务人审计报告-2022年,16,tencent_table_v3,note,减: 提取盈余公积,减:提取盈余公积,:提取盈余公积,ZT_128,盈余公积,1,0.65,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:tencent_table_v3:6:4-4:2-2,
债务人审计报告-2022年,16,tencent_table_v3,note,年末未分配利润,年末未分配利润,年末未分配利润,ZT_131,未分配利润,1,0.758333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:tencent_table_v3:6:7-7:1-1,
债务人审计报告-2022年,16,tencent_table_v3,note,年末未分配利润,年末未分配利润,年末未分配利润,ZT_131,未分配利润,1,0.758333,prefix_suffix_heuristic,,False,债务人审计报告-2022年:16:tencent_table_v3:6:7-7:2-2,
债务人审计报告-2022年,17,aliyun_table,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:aliyun_table:0:4-4:1-1,
债务人审计报告-2022年,17,aliyun_table,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:aliyun_table:0:4-4:2-2,
债务人审计报告-2022年,17,aliyun_table,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:aliyun_table:1:8-8:1-1,
债务人审计报告-2022年,17,aliyun_table,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:aliyun_table:1:8-8:2-2,
债务人审计报告-2022年,17,aliyun_table,note,减:汇兑收益,减:汇兑收益,:汇兑收益,ZT_165,汇兑收益,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:aliyun_table:2:4-4:1-1,
债务人审计报告-2022年,17,aliyun_table,note,减:汇兑收益,减:汇兑收益,:汇兑收益,ZT_165,汇兑收益,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:aliyun_table:2:4-4:2-2,
债务人审计报告-2022年,17,aliyun_table,note,手续费支出,手续费支出,手续费支出,ZT_154,手续费及佣金支出,1,0.641827,token_overlap,,False,债务人审计报告-2022年:17:aliyun_table:2:5-5:1-1,
债务人审计报告-2022年,17,aliyun_table,note,手续费支出,手续费支出,手续费支出,ZT_154,手续费及佣金支出,1,0.641827,token_overlap,,False,债务人审计报告-2022年:17:aliyun_table:2:5-5:2-2,
债务人审计报告-2022年,17,aliyun_table,note,8.营业外收入,8.营业外收入,8.营业外收入,ZT_175,加:营业外收入,1,0.641827,token_overlap,,False,债务人审计报告-2022年:17:aliyun_table:2:8-8:0-2,
债务人审计报告-2022年,17,aliyun_table,note,8.营业外收入,8.营业外收入,8.营业外收入,ZT_175,加:营业外收入,1,0.641827,token_overlap,,False,债务人审计报告-2022年:17:aliyun_table:2:8-8:0-2,
债务人审计报告-2022年,17,aliyun_table,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:aliyun_table:2:10-10:1-1,
债务人审计报告-2022年,17,aliyun_table,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:aliyun_table:2:10-10:2-2,
债务人审计报告-2022年,17,aliyun_table,note,9.营业外支出,9.营业外支出,9.营业外支出,ZT_177,减:营业外支出,1,0.641827,token_overlap,,False,债务人审计报告-2022年:17:aliyun_table:2:12-12:0-2,
债务人审计报告-2022年,17,aliyun_table,note,9.营业外支出,9.营业外支出,9.营业外支出,ZT_177,减:营业外支出,1,0.641827,token_overlap,,False,债务人审计报告-2022年:17:aliyun_table:2:12-12:0-2,
债务人审计报告-2022年,17,aliyun_table,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:aliyun_table:2:17-17:1-1,
债务人审计报告-2022年,17,aliyun_table,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:aliyun_table:2:17-17:2-2,
债务人审计报告-2022年,17,tencent_table_v3,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:tencent_table_v3:11:4-4:1-1,
债务人审计报告-2022年,17,tencent_table_v3,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:tencent_table_v3:11:4-4:2-2,
债务人审计报告-2022年,17,tencent_table_v3,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:tencent_table_v3:3:3-3:1-1,
债务人审计报告-2022年,17,tencent_table_v3,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:tencent_table_v3:3:3-3:2-2,
债务人审计报告-2022年,17,tencent_table_v3,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:tencent_table_v3:5:8-8:1-1,
债务人审计报告-2022年,17,tencent_table_v3,note,其他,其他,其他,ZT_173,其他收益,1,0.621667,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:tencent_table_v3:5:8-8:2-2,
债务人审计报告-2022年,17,tencent_table_v3,note,减: 汇兑收益,减:汇兑收益,:汇兑收益,ZT_165,汇兑收益,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:tencent_table_v3:7:4-4:1-1,
债务人审计报告-2022年,17,tencent_table_v3,note,减: 汇兑收益,减:汇兑收益,:汇兑收益,ZT_165,汇兑收益,1,0.818889,prefix_suffix_heuristic,,False,债务人审计报告-2022年:17:tencent_table_v3:7:4-4:2-2,
债务人审计报告-2022年,17,tencent_table_v3,note,手续费支出,手续费支出,手续费支出,ZT_154,手续费及佣金支出,1,0.641827,token_overlap,,False,债务人审计报告-2022年:17:tencent_table_v3:7:5-5:1-1,
债务人审计报告-2022年,17,tencent_table_v3,note,手续费支出,手续费支出,手续费支出,ZT_154,手续费及佣金支出,1,0.641827,token_overlap,,False,债务人审计报告-2022年:17:tencent_table_v3:7:5-5:2-2,
